model,K,spk,local_t,gi,restart,start_id,objective,weights
timbrewm,5,chinese:SSB0018,0,5,2,5,0.0000014269,0.22789474;0.20516411;0.24026467;0.10273306;0.22394342
timbrewm,5,chinese:SSB0018,0,5,2,6,0.0000014272,0.21541412;0.20469935;0.23663918;0.10701798;0.23622936
timbrewm,5,chinese:SSB0018,0,5,3,0,0.0000014272,0.21972777;0.20660451;0.23133456;0.10518277;0.23715040
timbrewm,5,chinese:SSB0018,0,5,3,1,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0018,0,5,3,2,0.0000014272,0.21541412;0.20469935;0.23663918;0.10701798;0.23622936
timbrewm,5,chinese:SSB0018,0,5,3,3,0.0000014265,0.21560256;0.21281410;0.25003387;0.10218203;0.21936743
timbrewm,5,chinese:SSB0018,0,5,3,4,0.0000014269,0.22789474;0.20516411;0.24026467;0.10273306;0.22394342
timbrewm,5,chinese:SSB0018,0,5,3,5,0.0000014269,0.22789474;0.20516411;0.24026467;0.10273306;0.22394342
timbrewm,5,chinese:SSB0018,0,5,3,6,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0033,0,6,0,0,0.0000018569,0.32273931;0.30997554;0.00813804;0.03420494;0.32494217
timbrewm,5,chinese:SSB0033,0,6,0,1,0.0000018569,0.31821251;0.30352224;0.01289656;0.02546296;0.33990573
timbrewm,5,chinese:SSB0033,0,6,0,2,0.0000018571,0.32082626;0.30924092;0.00440966;0.03429425;0.33122891
timbrewm,5,chinese:SSB0033,0,6,0,3,0.0000018563,0.30368184;0.31290884;0.01396764;0.04682846;0.32261322
timbrewm,5,chinese:SSB0033,0,6,0,4,0.0000018571,0.32125268;0.30242656;0.01344958;0.03010496;0.33276621
timbrewm,5,chinese:SSB0033,0,6,0,5,0.0000018569,0.31821251;0.30352224;0.01289656;0.02546296;0.33990573
timbrewm,5,chinese:SSB0033,0,6,0,6,0.0000018564,0.31262013;0.31187588;0.01644069;0.04257141;0.31649189
timbrewm,5,chinese:SSB0033,0,6,1,0,0.0000018569,0.32273931;0.30997554;0.00813804;0.03420494;0.32494217
timbrewm,5,chinese:SSB0033,0,6,1,1,0.0000018569,0.31821251;0.30352224;0.01289656;0.02546296;0.33990573
timbrewm,5,chinese:SSB0033,0,6,1,2,0.0000018570,0.31699893;0.30505771;0.01105139;0.03094181;0.33595016
timbrewm,5,chinese:SSB0033,0,6,1,3,0.0000018571,0.32155581;0.30487282;0.00990133;0.03116882;0.33250121
