model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
wmcodec,5,chinese:SSB0033,0,18,mean,1,,-20.2819,-19.2680,4.3404,0.9889,19.58,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,0,18,rp,1,,-8.1916,-6.9395,4.3456,0.9927,21.37,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,0,18,random_dirichlet,1,,-7.6984,-6.8150,4.4412,0.9923,21.68,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,0,18,eep,1,,-35.2701,-34.8027,4.1584,0.9826,17.12,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,0,18,fwp,1,,-8.1916,-6.9395,4.3456,0.9927,21.37,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,0,18,dm,1,,-17.5198,-15.9988,4.3654,0.9894,19.83,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,0,18,tct,1,,-11.6773,-10.9764,4.5044,0.9931,22.51,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,0,18,payload_farthest,1,,-28.8084,-28.0832,4.1529,0.9849,17.27,0.1247,0.4992,-10.9764,-10.9767
wmcodec,5,chinese:SSB0033,1,19,single_copy,1,,-4.1920,-3.8431,4.6439,1.0000,147.77,0.6647,-0.6845,-17.1950,-17.1950
wmcodec,5,chinese:SSB0033,1,19,mean,1,,-15.5374,-15.4081,4.3080,0.9873,20.18,0.6647,-0.6845,-17.1950,-17.1950
