model,k,trial_id,condition,decoded_payload,bit_count,minimum_confidence,weakest_bit_index,source_path,target_rank,confidence_source
wmcodec,8,101,single,58490,16,0.9951057434,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,,native decoder bit marginal
wmcodec,8,101,targeted,49330,16,0.9950429080,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,6,native decoder bit marginal
wmcodec,8,101,average,12396,16,0.5131536722,14,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,,native decoder bit marginal
wmcodec,8,102,single,48690,16,0.9960469659,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,,native decoder bit marginal
wmcodec,8,102,average,48061,16,0.7272055745,15,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,,native decoder bit marginal
wmcodec,8,103,single,25172,16,0.9936071201,7,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,,native decoder bit marginal
wmcodec,8,103,average,30565,16,0.7493435740,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,,native decoder bit marginal
wmcodec,8,104,single,51696,16,0.9662305117,0,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,,native decoder bit marginal
wmcodec,8,104,average,12389,16,0.5064780414,4,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,,native decoder bit marginal
wmcodec,8,105,single,42373,16,0.9998829365,2,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,,native decoder bit marginal
wmcodec,8,105,average,2142,16,0.6768379211,15,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,,native decoder bit marginal
wmcodec,8,106,single,37218,16,0.8901795745,3,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,,native decoder bit marginal
wmcodec,8,106,average,26715,16,0.7582490444,6,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,,native decoder bit marginal
wmcodec,8,107,single,8714,16,0.9699743986,1,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,,native decoder bit marginal
wmcodec,8,107,average,11773,16,0.6757658124,13,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,,native decoder bit marginal
wmcodec,8,108,single,29633,16,0.9727516994,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,,native decoder bit marginal
wmcodec,8,108,average,752,16,0.6252234578,8,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,,native decoder bit marginal
wmcodec,8,109,single,58164,16,0.9996628165,4,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,,native decoder bit marginal
wmcodec,8,109,average,5993,16,0.6283907294,6,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,,native decoder bit marginal
wmcodec,8,110,single,38392,16,0.9750652909,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,,native decoder bit marginal
wmcodec,8,110,average,3577,16,0.7707592845,5,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,,native decoder bit marginal
wmcodec,8,111,single,44632,16,0.9894628525,3,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,,native decoder bit marginal
wmcodec,8,111,average,32357,16,0.5764676332,2,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,,native decoder bit marginal
wmcodec,8,112,single,59108,16,0.9999603554,11,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,,native decoder bit marginal
wmcodec,8,112,average,20697,16,0.6551479101,4,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,,native decoder bit marginal
wmcodec,8,113,single,14500,16,0.9894443154,5,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,,native decoder bit marginal
wmcodec,8,113,average,3258,16,0.4910725951,12,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,,native decoder bit marginal
wmcodec,8,114,single,55975,16,0.5083298087,0,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,,native decoder bit marginal
wmcodec,8,114,average,38236,16,0.5935617387,9,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,,native decoder bit marginal
wmcodec,8,115,single,4564,16,0.9995130897,4,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,,native decoder bit marginal
wmcodec,8,115,average,2802,16,0.6960510015,7,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,,native decoder bit marginal
wmcodec,8,116,single,2760,16,0.9620627165,3,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,,native decoder bit marginal
wmcodec,8,116,average,17947,16,0.4013617635,13,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,,native decoder bit marginal
wmcodec,8,117,single,55242,16,0.8556465507,1,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,,native decoder bit marginal
wmcodec,8,117,average,1888,16,0.6431542635,6,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,,native decoder bit marginal
wmcodec,8,118,single,65425,16,0.9709799234,3,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_02.wav,,native decoder bit marginal
