model,K,trial_id,condition,identity,nbits,min_bit_confidence,weakest_bit,source_path,target_rank,confidence_kind
voicemark,8,150,benign_copy,50032,16,0.9999689876,7,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/103/english_103_01.wav,,native decoder bit marginal
voicemark,8,150,uniform_collusion,51610,16,0.4704200327,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/103/english_103_01.wav,,native decoder bit marginal
voicemark,8,151,benign_copy,43076,16,0.9823377728,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/103/english_103_02.wav,,native decoder bit marginal
voicemark,8,151,uniform_collusion,23350,16,0.5731496215,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/103/english_103_02.wav,,native decoder bit marginal
voicemark,8,152,benign_copy,41912,16,0.9993701577,4,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/103/english_103_03.wav,,native decoder bit marginal
voicemark,8,152,uniform_collusion,63450,16,0.6321595907,12,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/103/english_103_03.wav,,native decoder bit marginal
voicemark,8,153,benign_copy,12993,16,0.9998314542,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1034/english_1034_01.wav,,native decoder bit marginal
voicemark,8,153,uniform_collusion,31546,16,0.4593904614,4,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1034/english_1034_01.wav,,native decoder bit marginal
voicemark,8,154,benign_copy,56292,16,0.9996219873,5,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1034/english_1034_02.wav,,native decoder bit marginal
voicemark,8,154,uniform_collusion,39322,16,0.5363046825,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1034/english_1034_02.wav,,native decoder bit marginal
voicemark,8,155,benign_copy,21682,16,0.9943329692,4,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1034/english_1034_03.wav,,native decoder bit marginal
voicemark,8,155,uniform_collusion,37810,16,0.4287555218,4,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1034/english_1034_03.wav,,native decoder bit marginal
voicemark,8,156,benign_copy,44513,16,0.9995571375,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1040/english_1040_01.wav,,native decoder bit marginal
voicemark,8,156,uniform_collusion,56659,16,0.8383491635,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1040/english_1040_01.wav,,native decoder bit marginal
