model,k,trial_id,condition,decoded_payload,bit_count,minimum_confidence,weakest_bit_index,source_path,target_rank,confidence_source
wavmark,8,55,average,42740,16,0.5319148936,6,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_02.wav,,valid-window vote fraction (proxy)
wavmark,8,56,single,35505,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_03.wav,,valid-window vote fraction
wavmark,8,56,targeted,10682,16,0.7843137255,9,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_03.wav,2,valid-window vote fraction
wavmark,8,56,average,43967,16,0.5283018868,1,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_03.wav,,valid-window vote fraction (proxy)
wavmark,8,57,single,13514,16,0.9361702128,8,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_01.wav,,valid-window vote fraction
wavmark,8,57,targeted,35730,16,0.8666666667,5,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_01.wav,1,valid-window vote fraction
wavmark,8,57,average,14298,16,0.5306122449,6,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_01.wav,,valid-window vote fraction (proxy)
wavmark,8,58,single,5825,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_02.wav,,valid-window vote fraction
wavmark,8,58,targeted,32552,16,0.7551020408,14,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_02.wav,1,valid-window vote fraction
wavmark,8,58,average,14563,16,0.5686274510,8,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_02.wav,,valid-window vote fraction (proxy)
wavmark,8,59,single,16101,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_03.wav,,valid-window vote fraction
wavmark,8,59,targeted,19685,16,0.7884615385,8,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_03.wav,1,valid-window vote fraction
wavmark,8,59,average,48892,16,0.6595744681,4,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_03.wav,,valid-window vote fraction (proxy)
wavmark,8,60,single,21848,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_01.wav,,valid-window vote fraction
wavmark,8,60,targeted,60938,16,0.5681818182,4,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_01.wav,2,valid-window vote fraction
wavmark,8,60,average,32085,16,0.6041666667,12,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_01.wav,,valid-window vote fraction (proxy)
wavmark,8,61,single,21403,16,0.8085106383,2,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_02.wav,,valid-window vote fraction
wavmark,8,61,targeted,9554,16,0.8636363636,9,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_02.wav,2,valid-window vote fraction
