model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
audioseal,5,11,chinese:SSB0080,0,mean,-50,1,1,1.41192532,2.3079,0.9668
audioseal,5,11,chinese:SSB0080,0,fwp,-50,1,1,3.37324667,1.3475,0.7416
audioseal,5,11,chinese:SSB0080,0,mean,50,1,1,1.37645674,2.8433,0.9702
audioseal,5,11,chinese:SSB0080,0,fwp,50,1,1,3.20851803,1.3506,0.7230
audioseal,5,12,chinese:SSB0112,0,mean,0,-1,1,2.23601437,4.5683,0.9992
audioseal,5,12,chinese:SSB0112,0,fwp,0,-1,1,4.15591717,4.5375,0.9985
audioseal,5,12,chinese:SSB0112,0,mean,-10,2,1,3.24362469,3.9110,0.9867
audioseal,5,12,chinese:SSB0112,0,fwp,-10,2,1,3.26043320,2.3899,0.8861
audioseal,5,12,chinese:SSB0112,0,mean,10,2,1,3.59061527,4.4170,0.9865
audioseal,5,12,chinese:SSB0112,0,fwp,10,2,1,2.90688038,2.4303,0.8890
audioseal,5,12,chinese:SSB0112,0,mean,-20,2,1,2.55184841,2.9196,0.9809
audioseal,5,12,chinese:SSB0112,0,fwp,-20,2,1,0.92118311,1.7349,0.8313
audioseal,5,12,chinese:SSB0112,0,mean,20,2,1,2.45856714,4.0585,0.9810
audioseal,5,12,chinese:SSB0112,0,fwp,20,2,1,1.47169733,1.7512,0.8211
audioseal,5,12,chinese:SSB0112,0,mean,-50,2,1,2.90001869,2.0206,0.9746
audioseal,5,12,chinese:SSB0112,0,fwp,-50,2,1,2.77173519,1.3623,0.7861
audioseal,5,12,chinese:SSB0112,0,mean,50,2,1,3.72791672,2.9737,0.9734
audioseal,5,12,chinese:SSB0112,0,fwp,50,2,1,2.44526339,1.3675,0.7493
audioseal,5,13,chinese:SSB0122,0,mean,0,-1,1,2.90960026,4.5811,0.9994
audioseal,5,13,chinese:SSB0122,0,fwp,0,-1,1,2.86371565,4.5943,0.9996
audioseal,5,13,chinese:SSB0122,0,mean,-10,3,1,1.95400047,4.0986,0.9855
audioseal,5,13,chinese:SSB0122,0,fwp,-10,3,1,1.51091576,2.7341,0.8824
audioseal,5,13,chinese:SSB0122,0,mean,10,3,1,2.06708765,4.3751,0.9853
audioseal,5,13,chinese:SSB0122,0,fwp,10,3,1,0.81942940,2.7265,0.8850
audioseal,5,13,chinese:SSB0122,0,mean,-20,3,1,2.17153120,3.0523,0.9813
audioseal,5,13,chinese:SSB0122,0,fwp,-20,3,1,2.07138920,1.6870,0.8130
audioseal,5,13,chinese:SSB0122,0,mean,20,3,1,1.86787224,3.9117,0.9813
audioseal,5,13,chinese:SSB0122,0,fwp,20,3,1,1.57604408,1.6864,0.8042
audioseal,5,13,chinese:SSB0122,0,mean,-50,3,1,1.43469620,1.8972,0.9756
