model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
wmcodec,5,17,chinese:SSB0149,0,fwp,0,-1,1,16.27710785,4.4259,0.9919
wmcodec,5,17,chinese:SSB0149,0,mean,-10,2,1,15.06994726,4.0906,0.9746
wmcodec,5,17,chinese:SSB0149,0,fwp,-10,2,1,16.09416876,2.5898,0.8690
wmcodec,5,17,chinese:SSB0149,0,mean,10,2,1,14.99802553,4.2049,0.9738
wmcodec,5,17,chinese:SSB0149,0,fwp,10,2,1,12.54984054,2.8673,0.8854
wmcodec,5,17,chinese:SSB0149,0,mean,-20,2,1,12.53324851,3.4542,0.9718
wmcodec,5,17,chinese:SSB0149,0,fwp,-20,2,1,12.64343739,2.0481,0.8348
wmcodec,5,17,chinese:SSB0149,0,mean,20,2,1,15.37655281,3.9141,0.9715
wmcodec,5,17,chinese:SSB0149,0,fwp,20,2,0,-0.63416764,2.1495,0.8327
wmcodec,5,17,chinese:SSB0149,0,mean,-50,2,1,5.08621794,2.2551,0.9651
wmcodec,5,17,chinese:SSB0149,0,fwp,-50,2,1,8.57730490,1.4884,0.7912
wmcodec,5,17,chinese:SSB0149,0,mean,50,2,1,15.06368615,3.0028,0.9651
wmcodec,5,17,chinese:SSB0149,0,fwp,50,2,0,-2.94137390,1.5558,0.7661
wmcodec,5,18,chinese:SSB0193,0,mean,0,-1,1,12.65881686,4.3853,0.9875
wmcodec,5,18,chinese:SSB0193,0,fwp,0,-1,1,11.31888188,4.1304,0.9788
wmcodec,5,18,chinese:SSB0193,0,mean,-10,3,1,6.58905756,4.0438,0.9728
wmcodec,5,18,chinese:SSB0193,0,fwp,-10,3,1,18.94428733,2.5362,0.8643
wmcodec,5,18,chinese:SSB0193,0,mean,10,3,1,7.02491501,4.2191,0.9734
wmcodec,5,18,chinese:SSB0193,0,fwp,10,3,1,20.40990129,2.4684,0.8654
wmcodec,5,18,chinese:SSB0193,0,mean,-20,3,1,2.58835471,3.2458,0.9691
wmcodec,5,18,chinese:SSB0193,0,fwp,-20,3,1,9.78050998,1.7884,0.8288
wmcodec,5,18,chinese:SSB0193,0,mean,20,3,1,7.28808463,3.7980,0.9684
wmcodec,5,18,chinese:SSB0193,0,fwp,20,3,1,12.94942540,1.9030,0.8158
wmcodec,5,18,chinese:SSB0193,0,mean,-50,3,1,4.43631096,2.3183,0.9620
wmcodec,5,18,chinese:SSB0193,0,fwp,-50,3,1,14.13163939,1.3911,0.7526
wmcodec,5,18,chinese:SSB0193,0,mean,50,3,1,5.66805657,2.6153,0.9572
wmcodec,5,18,chinese:SSB0193,0,fwp,50,3,1,5.83043715,1.4341,0.7144
wmcodec,5,19,chinese:SSB0197,0,mean,0,-1,1,3.72600740,4.3621,0.9851
wmcodec,5,19,chinese:SSB0197,0,fwp,0,-1,1,17.54025323,4.1533,0.9753
