model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
wavmark,5,18,chinese:SSB0193,0,fwp,-20,3,1,3.00000000,1.9500,0.8358
wavmark,5,18,chinese:SSB0193,0,mean,20,3,1,4.00000000,4.0657,0.9802
wavmark,5,18,chinese:SSB0193,0,fwp,20,3,1,4.00000000,1.9708,0.8280
wavmark,5,18,chinese:SSB0193,0,mean,-50,3,1,4.00000000,2.3321,0.9717
wavmark,5,18,chinese:SSB0193,0,fwp,-50,3,1,2.00000000,1.4394,0.7591
wavmark,5,18,chinese:SSB0193,0,mean,50,3,1,4.00000000,2.8475,0.9717
wavmark,5,18,chinese:SSB0193,0,fwp,50,3,1,4.00000000,1.4598,0.7201
wavmark,5,19,chinese:SSB0197,0,mean,0,-1,1,2.00000000,4.4928,0.9858
wavmark,5,19,chinese:SSB0197,0,fwp,0,-1,1,3.00000000,4.5481,0.9908
wavmark,5,19,chinese:SSB0197,0,mean,-10,4,1,1.00000000,3.9565,0.9691
wavmark,5,19,chinese:SSB0197,0,fwp,-10,4,1,1.00000000,2.0256,0.8469
wavmark,5,19,chinese:SSB0197,0,mean,10,4,1,1.00000000,4.2570,0.9697
wavmark,5,19,chinese:SSB0197,0,fwp,10,4,1,2.00000000,2.0043,0.8460
wavmark,5,19,chinese:SSB0197,0,mean,-20,4,1,3.00000000,3.0581,0.9640
wavmark,5,19,chinese:SSB0197,0,fwp,-20,4,1,2.00000000,1.5182,0.8020
wavmark,5,19,chinese:SSB0197,0,mean,20,4,1,2.00000000,3.7691,0.9647
wavmark,5,19,chinese:SSB0197,0,fwp,20,4,1,2.00000000,1.5199,0.7979
wavmark,5,19,chinese:SSB0197,0,mean,-50,4,1,2.00000000,1.8875,0.9564
wavmark,5,19,chinese:SSB0197,0,fwp,-50,4,1,1.00000000,1.2207,0.7468
wavmark,5,19,chinese:SSB0197,0,mean,50,4,1,2.00000000,2.4676,0.9572
wavmark,5,19,chinese:SSB0197,0,fwp,50,4,1,2.00000000,1.2230,0.7257
wavmark,5,20,chinese:SSB0200,0,mean,0,-1,1,3.00000000,4.5084,0.9996
wavmark,5,20,chinese:SSB0200,0,fwp,0,-1,1,6.00000000,4.3996,0.9993
wavmark,5,20,chinese:SSB0200,0,mean,-10,0,1,5.00000000,4.0088,0.9855
wavmark,5,20,chinese:SSB0200,0,fwp,-10,0,1,5.00000000,2.5499,0.8496
wavmark,5,20,chinese:SSB0200,0,mean,10,0,1,4.00000000,4.3370,0.9855
wavmark,5,20,chinese:SSB0200,0,fwp,10,0,1,4.00000000,2.5836,0.8501
wavmark,5,20,chinese:SSB0200,0,mean,-20,0,1,5.00000000,3.1214,0.9804
wavmark,5,20,chinese:SSB0200,0,fwp,-20,0,1,4.00000000,2.0358,0.8061
wavmark,5,20,chinese:SSB0200,0,mean,20,0,1,6.00000000,4.0807,0.9801
wavmark,5,20,chinese:SSB0200,0,fwp,20,0,1,3.00000000,2.0269,0.8122
