model,K,spk,local_t,gi,restart,start_id,objective,weights
wmcodec,5,chinese:SSB0033,0,6,0,1,0.0000782789,0.23433199;0.12987482;0.22991598;0.16907808;0.23679914
wmcodec,5,chinese:SSB0033,0,6,0,2,0.0000782789,0.23390332;0.13010153;0.23021360;0.16889200;0.23688955
wmcodec,5,chinese:SSB0033,0,6,0,3,0.0000782789,0.23410279;0.13000046;0.23020237;0.16906313;0.23663125
wmcodec,5,chinese:SSB0033,0,6,0,4,0.0000782789,0.23430232;0.12983900;0.23026225;0.16886561;0.23673083
wmcodec,5,chinese:SSB0033,0,6,0,5,0.0000782789,0.23415604;0.12993151;0.23006538;0.16895900;0.23688807
wmcodec,5,chinese:SSB0033,0,6,0,6,0.0000782789,0.23402335;0.12994699;0.23018415;0.16899871;0.23684679
wmcodec,5,chinese:SSB0033,0,6,1,0,0.0000782789,0.23420789;0.12995088;0.23005135;0.16894135;0.23684853
wmcodec,5,chinese:SSB0033,0,6,1,1,0.0000782789,0.23433199;0.12987482;0.22991598;0.16907808;0.23679914
wmcodec,5,chinese:SSB0033,0,6,1,2,0.0000782789,0.23427882;0.12996604;0.23001772;0.16892803;0.23680939
wmcodec,5,chinese:SSB0033,0,6,1,3,0.0000782789,0.23413099;0.12990401;0.23006519;0.16895592;0.23694388
wmcodec,5,chinese:SSB0033,0,6,1,4,0.0000782789,0.23432849;0.12999169;0.23000174;0.16898375;0.23669434
wmcodec,5,chinese:SSB0033,0,6,1,5,0.0000782789,0.23402335;0.12994699;0.23018415;0.16899871;0.23684679
wmcodec,5,chinese:SSB0033,0,6,1,6,0.0000782789,0.23410279;0.13000046;0.23020237;0.16906313;0.23663125
wmcodec,5,chinese:SSB0033,0,6,2,0,0.0000782789,0.23420789;0.12995088;0.23005135;0.16894135;0.23684853
wmcodec,5,chinese:SSB0033,0,6,2,1,0.0000782789,0.23433199;0.12987482;0.22991598;0.16907808;0.23679914
wmcodec,5,chinese:SSB0033,0,6,2,2,0.0000782789,0.23415604;0.12993151;0.23006538;0.16895900;0.23688807
wmcodec,5,chinese:SSB0033,0,6,2,3,0.0000782789,0.23413099;0.12990401;0.23006519;0.16895592;0.23694388
wmcodec,5,chinese:SSB0033,0,6,2,4,0.0000782789,0.23432849;0.12999169;0.23000174;0.16898375;0.23669434
wmcodec,5,chinese:SSB0033,0,6,2,5,0.0000782789,0.23413099;0.12990401;0.23006519;0.16895592;0.23694388
wmcodec,5,chinese:SSB0033,0,6,2,6,0.0000782789,0.23432849;0.12999169;0.23000174;0.16898375;0.23669434
wmcodec,5,chinese:SSB0033,0,6,3,0,0.0000782789,0.23420789;0.12995088;0.23005135;0.16894135;0.23684853
wmcodec,5,chinese:SSB0033,0,6,3,1,0.0000782789,0.23433199;0.12987482;0.22991598;0.16907808;0.23679914
wmcodec,5,chinese:SSB0033,0,6,3,2,0.0000782789,0.23421719;0.12974459;0.22989366;0.16909288;0.23705169
wmcodec,5,chinese:SSB0033,0,6,3,3,0.0000782789,0.23433199;0.12987482;0.22991598;0.16907808;0.23679914
wmcodec,5,chinese:SSB0033,0,6,3,4,0.0000782789,0.23390332;0.13010153;0.23021360;0.16889200;0.23688955
wmcodec,5,chinese:SSB0033,0,6,3,5,0.0000782789,0.23410279;0.13000046;0.23020237;0.16906313;0.23663125
wmcodec,5,chinese:SSB0033,0,6,3,6,0.0000782789,0.23415604;0.12993151;0.23006538;0.16895900;0.23688807
