model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
wmcodec,5,123,chinese:SSB0379,1,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_01.wav,5,5,uniform,1,12,0.7500,4.2713,0.9875,16.12
wmcodec,5,124,chinese:SSB0379,2,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_02.wav,5,5,uniform,1,10,0.6250,4.3056,0.9876,14.09
wmcodec,5,125,chinese:SSB0379,3,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_03.wav,5,5,uniform,1,10,0.6250,4.3100,0.9861,15.74
wmcodec,5,126,chinese:SSB0380,1,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_01.wav,5,5,uniform,1,13,0.8125,4.2395,0.9808,12.54
wmcodec,5,127,chinese:SSB0380,2,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_02.wav,5,5,uniform,1,11,0.6875,4.2163,0.9747,12.00
wmcodec,5,128,chinese:SSB0380,3,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_03.wav,5,5,uniform,1,13,0.8125,4.2780,0.9808,12.53
wmcodec,5,129,chinese:SSB0382,1,dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_01.wav,5,5,uniform,1,12,0.7500,4.3478,0.9858,14.12
wmcodec,5,130,chinese:SSB0382,2,dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_02.wav,5,5,uniform,1,11,0.6875,4.3151,0.9855,11.46
wmcodec,5,131,chinese:SSB0382,3,dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_03.wav,5,5,uniform,1,11,0.6875,4.2850,0.9869,14.11
wmcodec,5,132,chinese:SSB0385,1,dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_01.wav,5,5,uniform,1,11,0.6875,4.2909,0.9813,12.78
wmcodec,5,133,chinese:SSB0385,2,dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_02.wav,5,5,uniform,1,14,0.8750,4.1429,0.9803,11.99
wmcodec,5,134,chinese:SSB0385,3,dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_03.wav,5,5,uniform,1,11,0.6875,4.3778,0.9859,12.18
wmcodec,5,135,chinese:SSB0393,1,dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_01.wav,5,5,uniform,1,14,0.8750,4.3849,0.9871,14.67
wmcodec,5,136,chinese:SSB0393,2,dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_02.wav,5,5,uniform,1,13,0.8125,4.4338,0.9896,16.04
wmcodec,5,137,chinese:SSB0393,3,dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_03.wav,5,5,uniform,1,11,0.6875,4.3227,0.9878,16.44
wmcodec,5,138,chinese:SSB0394,1,dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_01.wav,5,5,uniform,1,12,0.7500,3.9296,0.9713,15.13
wmcodec,5,139,chinese:SSB0394,2,dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_02.wav,5,5,uniform,1,12,0.7500,3.8708,0.9701,12.65
wmcodec,5,140,chinese:SSB0394,3,dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_03.wav,5,5,uniform,1,12,0.7500,3.7698,0.9677,13.97
wmcodec,5,141,chinese:SSB0395,1,dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_01.wav,5,5,uniform,1,13,0.8125,4.2986,0.9840,17.46
wmcodec,5,142,chinese:SSB0395,2,dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_02.wav,5,5,uniform,1,11,0.6875,4.3522,0.9857,17.74
wmcodec,5,143,chinese:SSB0395,3,dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_03.wav,5,5,uniform,1,11,0.6875,4.2646,0.9828,17.69
wmcodec,5,144,chinese:SSB0407,1,dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_01.wav,5,5,uniform,1,15,0.9375,4.2516,0.9854,17.94
wmcodec,5,145,chinese:SSB0407,2,dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_02.wav,5,6,uniform,1,12,0.7500,4.3984,0.9870,19.41
wmcodec,5,146,chinese:SSB0407,3,dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_03.wav,5,5,uniform,1,10,0.6250,4.2403,0.9859,18.82
